shape, chamfer_dist
ShapeNetV2/04256520/cc644fad0b76a441d84c7dc40ac6d743, 0.0006232616613980692
ShapeNetV2/04256520/cca6e720741a6d00f51f77a6d7299806, 0.0008935609526163963
